"AAR";"PX_DATA";"BOSTED_FYLKE_NR_NAVN";"ALDER_GRUPPE_5AARIG";"HOVEDGRUPPETEKST";"KJONN"
"2025";1002;"42 Agder";"45-49 år";"Arbeidssøkere på tiltak";"I alt"
"2024";185;"55 Troms - Romsa - Tromssa ";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2025";619;"46 Vestland";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2024";542;"50 Trøndelag - Trööndelage";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2025";112;"56 Finnmark - Finnmárku - Finmarkku";"55-59 år";"Arbeidssøkere på tiltak";"I alt"
"2024";216;"39 Vestfold";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2024";477;"03 Oslo";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2025";456;"32 Akershus";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2025";41;"56 Finnmark - Finnmárku - Finmarkku";"60-64 år";"Arbeidssøkere på tiltak";"I alt"
"2025";835;"15 Møre og Romsdal";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2025";353;"55 Troms - Romsa - Tromssa ";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"97 Svalbard og øvrige områder";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2024";997;"39 Vestfold";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1607;"42 Agder";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2024";2249;"42 Agder";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2025";879;"18 Nordland - Nordlánnda";"35-39 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1218;"33 Buskerud";"20-24 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1158;"42 Agder";"20-24 år";"Arbeidssøkere på tiltak";"I alt"
"2024";988;"18 Nordland - Nordlánnda";"20-24 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1639;"32 Akershus";"20-24 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1749;"50 Trøndelag - Trööndelage";"20-24 år";"Arbeidssøkere på tiltak";"I alt"
"2024";280;"56 Finnmark - Finnmárku - Finmarkku";"20-24 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"55 Troms - Romsa - Tromssa ";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"97 Svalbard og øvrige områder";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"39 Vestfold";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2025";75;"46 Vestland";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2024";;"18 Nordland - Nordlánnda";"65-69 år";"Arbeidssøkere på tiltak";"I alt"
"2025";;"Ukjent";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2025";;"11 Rogaland";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2025";;"33 Buskerud";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";;"46 Vestland";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";;"18 Nordland - Nordlánnda";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2025";;"32 Akershus";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";;"56 Finnmark - Finnmárku - Finmarkku";"70 år og over";"Arbeidssøkere på tiltak";"I alt"
"2024";192;"55 Troms - Romsa - Tromssa ";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2024";369;"33 Buskerud";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2025";483;"31 Østfold";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2024";969;"31 Østfold";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2025";482;"32 Akershus";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2024";54;"56 Finnmark - Finnmárku - Finmarkku";"19 år og under";"Arbeidssøkere på tiltak";"I alt"
"2024";1417;"33 Buskerud";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1568;"34 Innlandet";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1736;"46 Vestland";"30-34 år";"Arbeidssøkere på tiltak";"I alt"
"2025";888;"15 Møre og Romsdal";"40-44 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1254;"15 Møre og Romsdal";"40-44 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1468;"11 Rogaland";"40-44 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1062;"33 Buskerud";"40-44 år";"Arbeidssøkere på tiltak";"I alt"
"2025";1747;"46 Vestland";"40-44 år";"Arbeidssøkere på tiltak";"I alt"
"2024";334;"56 Finnmark - Finnmárku - Finmarkku";"40-44 år";"Arbeidssøkere på tiltak";"I alt"
"2024";835;"11 Rogaland";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2024";596;"33 Buskerud";"50-54 år";"Arbeidssøkere på tiltak";"I alt"
"2024";1235;"40 Telemark";"25-29 år";"Delvis ledige";"I alt"
"2025";1897;"46 Vestland";"25-29 år";"Delvis ledige";"I alt"
"2024";5820;"03 Oslo";"25-29 år";"Delvis ledige";"I alt"
"2025";2080;"50 Trøndelag - Trööndelage";"25-29 år";"Delvis ledige";"I alt"
"2025";400;"56 Finnmark - Finnmárku - Finmarkku";"25-29 år";"Delvis ledige";"I alt"
"2025";3650;"55 Troms - Romsa - Tromssa ";"I alt";"Delvis ledige";"I alt"
"2024";3078;"Ukjent";"I alt";"Delvis ledige";"I alt"
"2024";14803;"39 Vestfold";"I alt";"Delvis ledige";"I alt"
"2024";17433;"31 Østfold";"I alt";"Delvis ledige";"I alt"
"2025";6407;"18 Nordland - Nordlánnda";"I alt";"Delvis ledige";"I alt"
"2024";21053;"50 Trøndelag - Trööndelage";"I alt";"Delvis ledige";"I alt"
"2024";23787;"I alt";"55-59 år";"Delvis ledige";"I alt"
"2024";1377;"42 Agder";"55-59 år";"Delvis ledige";"I alt"
"2024";2445;"46 Vestland";"55-59 år";"Delvis ledige";"I alt"
"2024";3072;"32 Akershus";"55-59 år";"Delvis ledige";"I alt"
"2024";19016;"I alt";"60-64 år";"Delvis ledige";"I alt"
"2025";146;"Ukjent";"60-64 år";"Delvis ledige";"I alt"
"2024";204;"Ukjent";"60-64 år";"Delvis ledige";"I alt"
"2025";730;"11 Rogaland";"60-64 år";"Delvis ledige";"I alt"
"2025";1443;"03 Oslo";"60-64 år";"Delvis ledige";"I alt"
"2024";2215;"03 Oslo";"60-64 år";"Delvis ledige";"I alt"
"2025";1123;"15 Møre og Romsdal";"35-39 år";"Delvis ledige";"I alt"
"2024";36631;"I alt";"35-39 år";"Delvis ledige";"I alt"
"2025";217;"Ukjent";"35-39 år";"Delvis ledige";"I alt"
"2024";;"97 Svalbard og øvrige områder";"35-39 år";"Delvis ledige";"I alt"
"2024";2018;"42 Agder";"35-39 år";"Delvis ledige";"I alt"
"2025";16695;"I alt";"20-24 år";"Delvis ledige";"I alt"
"2024";1040;"33 Buskerud";"20-24 år";"Delvis ledige";"I alt"
"2025";1145;"42 Agder";"20-24 år";"Delvis ledige";"I alt"
"2024";2361;"50 Trøndelag - Trööndelage";"20-24 år";"Delvis ledige";"I alt"
"2025";181;"40 Telemark";"65-69 år";"Delvis ledige";"I alt"
"2025";71;"55 Troms - Romsa - Tromssa ";"65-69 år";"Delvis ledige";"I alt"
"2024";5495;"I alt";"65-69 år";"Delvis ledige";"I alt"
"2025";165;"33 Buskerud";"65-69 år";"Delvis ledige";"I alt"
"2025";438;"46 Vestland";"65-69 år";"Delvis ledige";"I alt"
"2025";;"15 Møre og Romsdal";"70 år og over";"Delvis ledige";"I alt"
"2024";;"97 Svalbard og øvrige områder";"70 år og over";"Delvis ledige";"I alt"
"2025";;"50 Trøndelag - Trööndelage";"70 år og over";"Delvis ledige";"I alt"
"2024";61;"55 Troms - Romsa - Tromssa ";"19 år og under";"Delvis ledige";"I alt"
"2025";;"Ukjent";"19 år og under";"Delvis ledige";"I alt"
"2024";;"97 Svalbard og øvrige områder";"19 år og under";"Delvis ledige";"I alt"
"2024";218;"34 Innlandet";"19 år og under";"Delvis ledige";"I alt"
"2025";173;"03 Oslo";"19 år og under";"Delvis ledige";"I alt"
"2025";60;"56 Finnmark - Finnmárku - Finmarkku";"19 år og under";"Delvis ledige";"I alt"
"2024";99;"56 Finnmark - Finnmárku - Finmarkku";"19 år og under";"Delvis ledige";"I alt"
"2024";824;"55 Troms - Romsa - Tromssa ";"30-34 år";"Delvis ledige";"I alt"
"2025";192;"Ukjent";"30-34 år";"Delvis ledige";"I alt"
"2024";1390;"40 Telemark";"40-44 år";"Delvis ledige";"I alt"
"2025";473;"55 Troms - Romsa - Tromssa ";"40-44 år";"Delvis ledige";"I alt"
"2025";249;"Ukjent";"40-44 år";"Delvis ledige";"I alt"
"2024";507;"Ukjent";"40-44 år";"Delvis ledige";"I alt"
"2025";1263;"33 Buskerud";"40-44 år";"Delvis ledige";"I alt"
"2024";1955;"34 Innlandet";"40-44 år";"Delvis ledige";"I alt"
"2025";17559;"I alt";"50-54 år";"Delvis ledige";"I alt"
"2024";1743;"39 Vestfold";"50-54 år";"Delvis ledige";"I alt"
"2025";1089;"31 Østfold";"50-54 år";"Delvis ledige";"I alt"
"2024";3524;"32 Akershus";"50-54 år";"Delvis ledige";"I alt"
"2024";3595;"15 Møre og Romsdal";"25-29 år";"Helt ledige";"I alt"
"2024";6;"97 Svalbard og øvrige områder";"25-29 år";"Helt ledige";"I alt"
"2025";3541;"34 Innlandet";"25-29 år";"Helt ledige";"I alt"
"2025";4481;"31 Østfold";"25-29 år";"Helt ledige";"I alt"
"2024";6679;"31 Østfold";"25-29 år";"Helt ledige";"I alt"
"2025";38207;"11 Rogaland";"I alt";"Helt ledige";"I alt"
"2025";104;"97 Svalbard og øvrige områder";"I alt";"Helt ledige";"I alt"
"2024";23073;"18 Nordland - Nordlánnda";"I alt";"Helt ledige";"I alt"
"2025";887;"55 Troms - Romsa - Tromssa ";"45-49 år";"Helt ledige";"I alt"
"2025";;"Ukjent";"45-49 år";"Helt ledige";"I alt"
"2024";2005;"18 Nordland - Nordlánnda";"45-49 år";"Helt ledige";"I alt"
"2024";12238;"03 Oslo";"45-49 år";"Helt ledige";"I alt"
"2024";4388;"50 Trøndelag - Trööndelage";"45-49 år";"Helt ledige";"I alt"
"2024";1151;"56 Finnmark - Finnmárku - Finmarkku";"45-49 år";"Helt ledige";"I alt"
"2025";2118;"11 Rogaland";"55-59 år";"Helt ledige";"I alt"
"2025";1266;"15 Møre og Romsdal";"60-64 år";"Helt ledige";"I alt"
"2025";1838;"11 Rogaland";"60-64 år";"Helt ledige";"I alt"
"2025";;"97 Svalbard og øvrige områder";"60-64 år";"Helt ledige";"I alt"
"2024";1665;"33 Buskerud";"60-64 år";"Helt ledige";"I alt"
"2024";2179;"39 Vestfold";"60-64 år";"Helt ledige";"I alt"
"2024";4716;"03 Oslo";"60-64 år";"Helt ledige";"I alt"
"2024";;"Ukjent";"35-39 år";"Helt ledige";"I alt"
"2025";4091;"34 Innlandet";"35-39 år";"Helt ledige";"I alt"
"2025";4834;"31 Østfold";"35-39 år";"Helt ledige";"I alt"
"2025";2183;"18 Nordland - Nordlánnda";"35-39 år";"Helt ledige";"I alt"
"2024";3350;"18 Nordland - Nordlánnda";"35-39 år";"Helt ledige";"I alt"
"2024";3170;"15 Møre og Romsdal";"20-24 år";"Helt ledige";"I alt"
"2024";7;"Ukjent";"20-24 år";"Helt ledige";"I alt"
"2025";3206;"34 Innlandet";"20-24 år";"Helt ledige";"I alt"
"2025";720;"56 Finnmark - Finnmárku - Finmarkku";"20-24 år";"Helt ledige";"I alt"
"2025";;"Ukjent";"65-69 år";"Helt ledige";"I alt"
"2025";526;"42 Agder";"65-69 år";"Helt ledige";"I alt"
"2025";1669;"32 Akershus";"65-69 år";"Helt ledige";"I alt"
"2025";;"55 Troms - Romsa - Tromssa ";"70 år og over";"Helt ledige";"I alt"
"2024";271;"I alt";"70 år og over";"Helt ledige";"I alt"
"2025";;"42 Agder";"70 år og over";"Helt ledige";"I alt"
"2024";;"46 Vestland";"70 år og over";"Helt ledige";"I alt"
"2025";;"56 Finnmark - Finnmárku - Finmarkku";"70 år og over";"Helt ledige";"I alt"
"2024";994;"40 Telemark";"19 år og under";"Helt ledige";"I alt"
"2024";428;"55 Troms - Romsa - Tromssa ";"19 år og under";"Helt ledige";"I alt"
"2025";559;"33 Buskerud";"19 år og under";"Helt ledige";"I alt"
"2024";2028;"32 Akershus";"19 år og under";"Helt ledige";"I alt"
"2024";352;"56 Finnmark - Finnmárku - Finmarkku";"19 år og under";"Helt ledige";"I alt"
"2024";5451;"42 Agder";"30-34 år";"Helt ledige";"I alt"
"2024";3136;"18 Nordland - Nordlánnda";"30-34 år";"Helt ledige";"I alt"
"2024";7550;"50 Trøndelag - Trööndelage";"30-34 år";"Helt ledige";"I alt"
"2024";1477;"56 Finnmark - Finnmárku - Finmarkku";"30-34 år";"Helt ledige";"I alt"
"2024";3455;"15 Møre og Romsdal";"40-44 år";"Helt ledige";"I alt"
"2024";13794;"32 Akershus";"40-44 år";"Helt ledige";"I alt"
"2025";809;"56 Finnmark - Finnmárku - Finmarkku";"40-44 år";"Helt ledige";"I alt"
"2024";56871;"I alt";"50-54 år";"Helt ledige";"I alt"
"2024";3184;"39 Vestfold";"50-54 år";"Helt ledige";"I alt"
"2024";1188;"56 Finnmark - Finnmárku - Finmarkku";"50-54 år";"Helt ledige";"I alt"
"2025";368;"18 Nordland - Nordlánnda";"25-29 år";"Arbeidssøkere på tiltak";"Menn"
"2025";2316;"40 Telemark";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2025";2688;"15 Møre og Romsdal";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2024";4361;"15 Møre og Romsdal";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2024";3798;"18 Nordland - Nordlánnda";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2024";1371;"56 Finnmark - Finnmárku - Finmarkku";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2025";295;"15 Møre og Romsdal";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2024";361;"39 Vestfold";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2025";471;"42 Agder";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2024";857;"46 Vestland";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2025";270;"18 Nordland - Nordlánnda";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2025";558;"03 Oslo";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2024";842;"32 Akershus";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2024";137;"56 Finnmark - Finnmárku - Finmarkku";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2025";3172;"I alt";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2025";255;"11 Rogaland";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2025";;"97 Svalbard og øvrige områder";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2024";;"97 Svalbard og øvrige områder";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2024";307;"39 Vestfold";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2025";222;"34 Innlandet";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2025";269;"42 Agder";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2025";279;"46 Vestland";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2025";132;"18 Nordland - Nordlánnda";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2025";373;"03 Oslo";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2025";59;"56 Finnmark - Finnmárku - Finmarkku";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2024";129;"15 Møre og Romsdal";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2024";159;"11 Rogaland";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2024";165;"31 Østfold";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2024";227;"46 Vestland";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2025";157;"55 Troms - Romsa - Tromssa ";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2024";11234;"I alt";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2024";;"97 Svalbard og øvrige områder";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2025";311;"33 Buskerud";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2025";719;"42 Agder";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2024";678;"31 Østfold";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2025";1008;"03 Oslo";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2025";863;"32 Akershus";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2024";223;"56 Finnmark - Finnmárku - Finmarkku";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2024";388;"55 Troms - Romsa - Tromssa ";"20-24 år";"Arbeidssøkere på tiltak";"Menn"
"2024";1820;"46 Vestland";"20-24 år";"Arbeidssøkere på tiltak";"Menn"
"2025";1033;"32 Akershus";"20-24 år";"Arbeidssøkere på tiltak";"Menn"
"2024";1152;"50 Trøndelag - Trööndelage";"20-24 år";"Arbeidssøkere på tiltak";"Menn"
"2025";213;"I alt";"65-69 år";"Arbeidssøkere på tiltak";"Menn"
"2024";433;"I alt";"65-69 år";"Arbeidssøkere på tiltak";"Menn"
"2025";;"31 Østfold";"65-69 år";"Arbeidssøkere på tiltak";"Menn"
"2024";;"40 Telemark";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2024";;"46 Vestland";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2024";106;"55 Troms - Romsa - Tromssa ";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2024";;"Ukjent";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2025";114;"11 Rogaland";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2024";112;"39 Vestfold";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2025";201;"46 Vestland";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2024";712;"34 Innlandet";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2025";636;"42 Agder";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2025";106;"56 Finnmark - Finnmárku - Finmarkku";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2024";219;"56 Finnmark - Finnmárku - Finmarkku";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2024";787;"42 Agder";"40-44 år";"Arbeidssøkere på tiltak";"Menn"
"2025";185;"40 Telemark";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2025";101;"15 Møre og Romsdal";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2025";4108;"I alt";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2024";;"Ukjent";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2024";;"97 Svalbard og øvrige områder";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2024";318;"33 Buskerud";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2024";388;"39 Vestfold";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2024";589;"42 Agder";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2025";153;"18 Nordland - Nordlánnda";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2024";639;"15 Møre og Romsdal";"25-29 år";"Delvis ledige";"Menn"
"2025";10269;"I alt";"25-29 år";"Delvis ledige";"Menn"
"2025";38;"Ukjent";"25-29 år";"Delvis ledige";"Menn"
"2024";661;"33 Buskerud";"25-29 år";"Delvis ledige";"Menn"
"2025";194;"56 Finnmark - Finnmárku - Finmarkku";"25-29 år";"Delvis ledige";"Menn"
"2025";3379;"40 Telemark";"I alt";"Delvis ledige";"Menn"
"2025";1402;"Ukjent";"I alt";"Delvis ledige";"Menn"
"2025";5695;"11 Rogaland";"I alt";"Delvis ledige";"Menn"
"2024";;"97 Svalbard og øvrige områder";"I alt";"Delvis ledige";"Menn"
"2024";7841;"42 Agder";"I alt";"Delvis ledige";"Menn"
"2024";8809;"31 Østfold";"I alt";"Delvis ledige";"Menn"
"2025";341;"40 Telemark";"45-49 år";"Delvis ledige";"Menn"
"2025";307;"15 Møre og Romsdal";"45-49 år";"Delvis ledige";"Menn"
"2024";318;"55 Troms - Romsa - Tromssa ";"45-49 år";"Delvis ledige";"Menn"
"2024";727;"33 Buskerud";"45-49 år";"Delvis ledige";"Menn"
"2025";473;"39 Vestfold";"45-49 år";"Delvis ledige";"Menn"
"2025";617;"31 Østfold";"45-49 år";"Delvis ledige";"Menn"
"2024";1680;"46 Vestland";"45-49 år";"Delvis ledige";"Menn"
"2025";1439;"03 Oslo";"45-49 år";"Delvis ledige";"Menn"
"2024";2328;"03 Oslo";"45-49 år";"Delvis ledige";"Menn"
"2024";470;"40 Telemark";"55-59 år";"Delvis ledige";"Menn"
"2025";470;"11 Rogaland";"55-59 år";"Delvis ledige";"Menn"
"2024";859;"11 Rogaland";"55-59 år";"Delvis ledige";"Menn"
"2024";603;"33 Buskerud";"55-59 år";"Delvis ledige";"Menn"
"2025";564;"34 Innlandet";"55-59 år";"Delvis ledige";"Menn"
"2025";292;"18 Nordland - Nordlánnda";"55-59 år";"Delvis ledige";"Menn"
"2024";353;"40 Telemark";"60-64 år";"Delvis ledige";"Menn"
"2024";323;"55 Troms - Romsa - Tromssa ";"60-64 år";"Delvis ledige";"Menn"
"2025";593;"34 Innlandet";"60-64 år";"Delvis ledige";"Menn"
"2024";1175;"46 Vestland";"60-64 år";"Delvis ledige";"Menn"
"2025";265;"18 Nordland - Nordlánnda";"60-64 år";"Delvis ledige";"Menn"
"2025";261;"55 Troms - Romsa - Tromssa ";"35-39 år";"Delvis ledige";"Menn"
"2024";17173;"I alt";"35-39 år";"Delvis ledige";"Menn"
"2025";595;"33 Buskerud";"35-39 år";"Delvis ledige";"Menn"
"2024";768;"39 Vestfold";"35-39 år";"Delvis ledige";"Menn"
"2024";615;"33 Buskerud";"20-24 år";"Delvis ledige";"Menn"
"2025";670;"31 Østfold";"20-24 år";"Delvis ledige";"Menn"
"2024";269;"56 Finnmark - Finnmárku - Finmarkku";"20-24 år";"Delvis ledige";"Menn"
"2024";181;"40 Telemark";"65-69 år";"Delvis ledige";"Menn"
"2025";158;"11 Rogaland";"65-69 år";"Delvis ledige";"Menn"
"2024";406;"46 Vestland";"65-69 år";"Delvis ledige";"Menn"
"2025";57;"18 Nordland - Nordlánnda";"65-69 år";"Delvis ledige";"Menn"
"2025";169;"50 Trøndelag - Trööndelage";"65-69 år";"Delvis ledige";"Menn"
"2024";;"40 Telemark";"70 år og over";"Delvis ledige";"Menn"
"2025";;"55 Troms - Romsa - Tromssa ";"70 år og over";"Delvis ledige";"Menn"
"2024";;"97 Svalbard og øvrige områder";"70 år og over";"Delvis ledige";"Menn"
"2024";1560;"I alt";"19 år og under";"Delvis ledige";"Menn"
"2025";121;"31 Østfold";"19 år og under";"Delvis ledige";"Menn"
"2025";133;"50 Trøndelag - Trööndelage";"19 år og under";"Delvis ledige";"Menn"
"2025";394;"40 Telemark";"30-34 år";"Delvis ledige";"Menn"
"2024";664;"15 Møre og Romsdal";"30-34 år";"Delvis ledige";"Menn"
"2025";780;"11 Rogaland";"30-34 år";"Delvis ledige";"Menn"
"2024";1170;"11 Rogaland";"30-34 år";"Delvis ledige";"Menn"
"2025";;"97 Svalbard og øvrige områder";"30-34 år";"Delvis ledige";"Menn"
"2025";601;"34 Innlandet";"30-34 år";"Delvis ledige";"Menn"
"2025";650;"31 Østfold";"30-34 år";"Delvis ledige";"Menn"
"2025";230;"Ukjent";"40-44 år";"Delvis ledige";"Menn"
"2025";716;"11 Rogaland";"40-44 år";"Delvis ledige";"Menn"
"2024";1058;"11 Rogaland";"40-44 år";"Delvis ledige";"Menn"
"2024";914;"31 Østfold";"40-44 år";"Delvis ledige";"Menn"
"2025";452;"42 Agder";"50-54 år";"Delvis ledige";"Menn"
"2025";1252;"03 Oslo";"50-54 år";"Delvis ledige";"Menn"
"2025";225;"56 Finnmark - Finnmárku - Finmarkku";"50-54 år";"Delvis ledige";"Menn"
"2025";717;"55 Troms - Romsa - Tromssa ";"25-29 år";"Helt ledige";"Menn"
"2024";54527;"I alt";"25-29 år";"Helt ledige";"Menn"
"2025";;"Ukjent";"25-29 år";"Helt ledige";"Menn"
"2024";3083;"34 Innlandet";"25-29 år";"Helt ledige";"Menn"
"2024";3800;"31 Østfold";"25-29 år";"Helt ledige";"Menn"
"2024";1781;"18 Nordland - Nordlánnda";"25-29 år";"Helt ledige";"Menn"
"2025";3392;"50 Trøndelag - Trööndelage";"25-29 år";"Helt ledige";"Menn"
"2025";302675;"I alt";"I alt";"Helt ledige";"Menn"
"2024";44735;"46 Vestland";"I alt";"Helt ledige";"Menn"
"2024";;"Ukjent";"45-49 år";"Helt ledige";"Menn"
"2025";;"97 Svalbard og øvrige områder";"45-49 år";"Helt ledige";"Menn"
"2025";1944;"50 Trøndelag - Trööndelage";"45-49 år";"Helt ledige";"Menn"
"2024";1199;"15 Møre og Romsdal";"55-59 år";"Helt ledige";"Menn"
"2024";;"97 Svalbard og øvrige områder";"55-59 år";"Helt ledige";"Menn"
"2024";;"97 Svalbard og øvrige områder";"60-64 år";"Helt ledige";"Menn"
"2025";1139;"34 Innlandet";"60-64 år";"Helt ledige";"Menn"
"2025";595;"18 Nordland - Nordlánnda";"60-64 år";"Helt ledige";"Menn"
"2025";2281;"03 Oslo";"60-64 år";"Helt ledige";"Menn"
"2024";3139;"03 Oslo";"60-64 år";"Helt ledige";"Menn"
"2025";42653;"I alt";"35-39 år";"Helt ledige";"Menn"
"2024";;"Ukjent";"35-39 år";"Helt ledige";"Menn"
"2024";2087;"18 Nordland - Nordlánnda";"35-39 år";"Helt ledige";"Menn"
"2024";11834;"03 Oslo";"35-39 år";"Helt ledige";"Menn"
"2025";1501;"40 Telemark";"20-24 år";"Helt ledige";"Menn"
"2024";2249;"15 Møre og Romsdal";"20-24 år";"Helt ledige";"Menn"
"2024";1162;"55 Troms - Romsa - Tromssa ";"20-24 år";"Helt ledige";"Menn"
"2025";34718;"I alt";"20-24 år";"Helt ledige";"Menn"
"2025";;"97 Svalbard og øvrige områder";"20-24 år";"Helt ledige";"Menn"
"2025";1927;"39 Vestfold";"20-24 år";"Helt ledige";"Menn"
"2025";161;"55 Troms - Romsa - Tromssa ";"65-69 år";"Helt ledige";"Menn"
"2025";;"Ukjent";"65-69 år";"Helt ledige";"Menn"
"2025";;"Ukjent";"70 år og over";"Helt ledige";"Menn"
"2025";;"97 Svalbard og øvrige områder";"70 år og over";"Helt ledige";"Menn"
"2024";;"34 Innlandet";"70 år og over";"Helt ledige";"Menn"
"2025";379;"15 Møre og Romsdal";"19 år og under";"Helt ledige";"Menn"
"2024";535;"18 Nordland - Nordlánnda";"19 år og under";"Helt ledige";"Menn"
"2024";1177;"03 Oslo";"19 år og under";"Helt ledige";"Menn"
"2024";2162;"40 Telemark";"30-34 år";"Helt ledige";"Menn"
"2025";;"97 Svalbard og øvrige områder";"30-34 år";"Helt ledige";"Menn"
"2025";2554;"31 Østfold";"30-34 år";"Helt ledige";"Menn"
"2025";3801;"46 Vestland";"30-34 år";"Helt ledige";"Menn"
"2025";1233;"18 Nordland - Nordlánnda";"30-34 år";"Helt ledige";"Menn"
"2025";585;"56 Finnmark - Finnmárku - Finmarkku";"30-34 år";"Helt ledige";"Menn"
