"AAR";"PX_DATA";"BOSTED_FYLKE_NR_NAVN";"ALDER_GRUPPE_5AARIG";"HOVEDGRUPPETEKST";"KJONN"
"2025";1259;"42 Agder";"30-34 år";"Delvis ledige";"I alt"
"2024";1905;"42 Agder";"30-34 år";"Delvis ledige";"I alt"
"2024";;"97 Svalbard og øvrige områder";"40-44 år";"Delvis ledige";"I alt"
"2025";1230;"39 Vestfold";"40-44 år";"Delvis ledige";"I alt"
"2024";1840;"42 Agder";"40-44 år";"Delvis ledige";"I alt"
"2025";745;"40 Telemark";"50-54 år";"Delvis ledige";"I alt"
"2025";900;"42 Agder";"50-54 år";"Delvis ledige";"I alt"
"2024";1876;"50 Trøndelag - Trööndelage";"50-54 år";"Delvis ledige";"I alt"
"2024";3386;"40 Telemark";"25-29 år";"Helt ledige";"I alt"
"2025";3231;"39 Vestfold";"25-29 år";"Helt ledige";"I alt"
"2025";17817;"40 Telemark";"I alt";"Helt ledige";"I alt"
"2024";29053;"15 Møre og Romsdal";"I alt";"Helt ledige";"I alt"
"2025";9780;"55 Troms - Romsa - Tromssa ";"I alt";"Helt ledige";"I alt"
"2024";14418;"55 Troms - Romsa - Tromssa ";"I alt";"Helt ledige";"I alt"
"2024";56209;"11 Rogaland";"I alt";"Helt ledige";"I alt"
"2024";184;"97 Svalbard og øvrige områder";"I alt";"Helt ledige";"I alt"
"2024";36825;"33 Buskerud";"I alt";"Helt ledige";"I alt"
"2025";25435;"39 Vestfold";"I alt";"Helt ledige";"I alt"
"2024";39217;"42 Agder";"I alt";"Helt ledige";"I alt"
"2025";49058;"46 Vestland";"I alt";"Helt ledige";"I alt"
"2024";;"Ukjent";"45-49 år";"Helt ledige";"I alt"
"2025";3371;"31 Østfold";"45-49 år";"Helt ledige";"I alt"
"2024";4699;"31 Østfold";"45-49 år";"Helt ledige";"I alt"
"2025";8517;"03 Oslo";"45-49 år";"Helt ledige";"I alt"
"2025";701;"56 Finnmark - Finnmárku - Finmarkku";"45-49 år";"Helt ledige";"I alt"
"2025";2145;"34 Innlandet";"55-59 år";"Helt ledige";"I alt"
"2025";2195;"31 Østfold";"55-59 år";"Helt ledige";"I alt"
"2024";1293;"40 Telemark";"60-64 år";"Helt ledige";"I alt"
"2024";;"97 Svalbard og øvrige områder";"60-64 år";"Helt ledige";"I alt"
"2025";1470;"39 Vestfold";"60-64 år";"Helt ledige";"I alt"
"2024";2255;"34 Innlandet";"60-64 år";"Helt ledige";"I alt"
"2024";5622;"32 Akershus";"60-64 år";"Helt ledige";"I alt"
"2025";2396;"40 Telemark";"35-39 år";"Helt ledige";"I alt"
"2024";6;"97 Svalbard og øvrige områder";"35-39 år";"Helt ledige";"I alt"
"2024";4867;"39 Vestfold";"35-39 år";"Helt ledige";"I alt"
"2024";5284;"42 Agder";"35-39 år";"Helt ledige";"I alt"
"2025";16161;"03 Oslo";"35-39 år";"Helt ledige";"I alt"
"2024";16314;"32 Akershus";"35-39 år";"Helt ledige";"I alt"
"2024";5722;"11 Rogaland";"20-24 år";"Helt ledige";"I alt"
"2025";;"97 Svalbard og øvrige områder";"20-24 år";"Helt ledige";"I alt"
"2024";4513;"39 Vestfold";"20-24 år";"Helt ledige";"I alt"
"2024";4957;"34 Innlandet";"20-24 år";"Helt ledige";"I alt"
"2025";6943;"03 Oslo";"20-24 år";"Helt ledige";"I alt"
"2024";9983;"03 Oslo";"20-24 år";"Helt ledige";"I alt"
"2024";1202;"56 Finnmark - Finnmárku - Finmarkku";"20-24 år";"Helt ledige";"I alt"
"2024";;"97 Svalbard og øvrige områder";"65-69 år";"Helt ledige";"I alt"
"2024";785;"42 Agder";"65-69 år";"Helt ledige";"I alt"
"2024";458;"18 Nordland - Nordlánnda";"65-69 år";"Helt ledige";"I alt"
"2024";;"Ukjent";"70 år og over";"Helt ledige";"I alt"
"2025";;"11 Rogaland";"70 år og over";"Helt ledige";"I alt"
"2024";;"11 Rogaland";"70 år og over";"Helt ledige";"I alt"
"2025";;"97 Svalbard og øvrige områder";"70 år og over";"Helt ledige";"I alt"
"2024";;"97 Svalbard og øvrige områder";"70 år og over";"Helt ledige";"I alt"
"2024";;"42 Agder";"70 år og over";"Helt ledige";"I alt"
"2025";;"18 Nordland - Nordlánnda";"70 år og over";"Helt ledige";"I alt"
"2025";1020;"11 Rogaland";"19 år og under";"Helt ledige";"I alt"
"2024";1502;"11 Rogaland";"19 år og under";"Helt ledige";"I alt"
"2024";;"97 Svalbard og øvrige områder";"19 år og under";"Helt ledige";"I alt"
"2025";777;"42 Agder";"19 år og under";"Helt ledige";"I alt"
"2024";1417;"42 Agder";"19 år og under";"Helt ledige";"I alt"
"2024";1412;"31 Østfold";"19 år og under";"Helt ledige";"I alt"
"2025";1044;"50 Trøndelag - Trööndelage";"19 år og under";"Helt ledige";"I alt"
"2025";1615;"55 Troms - Romsa - Tromssa ";"30-34 år";"Helt ledige";"I alt"
"2025";3665;"39 Vestfold";"30-34 år";"Helt ledige";"I alt"
"2025";4068;"34 Innlandet";"30-34 år";"Helt ledige";"I alt"
"2024";24035;"03 Oslo";"30-34 år";"Helt ledige";"I alt"
"2025";11839;"32 Akershus";"30-34 år";"Helt ledige";"I alt"
"2025";910;"56 Finnmark - Finnmárku - Finmarkku";"30-34 år";"Helt ledige";"I alt"
"2024";;"97 Svalbard og øvrige områder";"40-44 år";"Helt ledige";"I alt"
"2024";4379;"33 Buskerud";"40-44 år";"Helt ledige";"I alt"
"2025";11919;"03 Oslo";"40-44 år";"Helt ledige";"I alt"
"2025";10465;"32 Akershus";"40-44 år";"Helt ledige";"I alt"
"2025";2198;"39 Vestfold";"50-54 år";"Helt ledige";"I alt"
"2025";2447;"34 Innlandet";"50-54 år";"Helt ledige";"I alt"
"2025";6883;"03 Oslo";"50-54 år";"Helt ledige";"I alt"
"2025";9632;"I alt";"25-29 år";"Arbeidssøkere på tiltak";"Menn"
"2024";1241;"42 Agder";"25-29 år";"Arbeidssøkere på tiltak";"Menn"
"2024";1097;"31 Østfold";"25-29 år";"Arbeidssøkere på tiltak";"Menn"
"2025";1268;"55 Troms - Romsa - Tromssa ";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2024";6493;"11 Rogaland";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2024";10234;"46 Vestland";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2024";;"Ukjent";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2024";497;"11 Rogaland";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2024";402;"33 Buskerud";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2025";266;"39 Vestfold";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2025";337;"34 Innlandet";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2025";113;"40 Telemark";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2025";144;"15 Møre og Romsdal";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2025";;"Ukjent";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2024";309;"31 Østfold";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2024";578;"32 Akershus";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2024";63;"56 Finnmark - Finnmárku - Finmarkku";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2025";172;"03 Oslo";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2025";63;"50 Trøndelag - Trööndelage";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2024";123;"50 Trøndelag - Trööndelage";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2025";24;"56 Finnmark - Finnmárku - Finmarkku";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2025";310;"40 Telemark";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2024";899;"11 Rogaland";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2025";527;"50 Trøndelag - Trööndelage";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2025";497;"15 Møre og Romsdal";"20-24 år";"Arbeidssøkere på tiltak";"Menn"
"2024";;"97 Svalbard og øvrige områder";"20-24 år";"Arbeidssøkere på tiltak";"Menn"
"2025";445;"33 Buskerud";"20-24 år";"Arbeidssøkere på tiltak";"Menn"
"2025";572;"34 Innlandet";"20-24 år";"Arbeidssøkere på tiltak";"Menn"
"2025";750;"42 Agder";"20-24 år";"Arbeidssøkere på tiltak";"Menn"
"2024";183;"56 Finnmark - Finnmárku - Finmarkku";"20-24 år";"Arbeidssøkere på tiltak";"Menn"
"2024";;"11 Rogaland";"65-69 år";"Arbeidssøkere på tiltak";"Menn"
"2025";;"97 Svalbard og øvrige områder";"65-69 år";"Arbeidssøkere på tiltak";"Menn"
"2025";;"50 Trøndelag - Trööndelage";"65-69 år";"Arbeidssøkere på tiltak";"Menn"
"2024";;"50 Trøndelag - Trööndelage";"65-69 år";"Arbeidssøkere på tiltak";"Menn"
"2025";;"33 Buskerud";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2024";;"39 Vestfold";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2025";;"50 Trøndelag - Trööndelage";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2024";216;"15 Møre og Romsdal";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2024";3804;"I alt";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2024";235;"18 Nordland - Nordlánnda";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2024";275;"55 Troms - Romsa - Tromssa ";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2024";575;"33 Buskerud";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2025";987;"03 Oslo";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2025";609;"50 Trøndelag - Trööndelage";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2025";286;"33 Buskerud";"40-44 år";"Arbeidssøkere på tiltak";"Menn"
"2025";215;"39 Vestfold";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2025";389;"40 Telemark";"25-29 år";"Delvis ledige";"Menn"
"2024";1088;"11 Rogaland";"25-29 år";"Delvis ledige";"Menn"
"2025";721;"42 Agder";"25-29 år";"Delvis ledige";"Menn"
"2025";1003;"50 Trøndelag - Trööndelage";"25-29 år";"Delvis ledige";"Menn"
"2025";88724;"I alt";"I alt";"Delvis ledige";"Menn"
"2025";4600;"33 Buskerud";"I alt";"Delvis ledige";"Menn"
"2024";603;"15 Møre og Romsdal";"45-49 år";"Delvis ledige";"Menn"
"2024";15174;"I alt";"45-49 år";"Delvis ledige";"Menn"
"2024";778;"42 Agder";"45-49 år";"Delvis ledige";"Menn"
"2024";536;"18 Nordland - Nordlánnda";"45-49 år";"Delvis ledige";"Menn"
"2025";1299;"32 Akershus";"45-49 år";"Delvis ledige";"Menn"
"2024";2074;"32 Akershus";"45-49 år";"Delvis ledige";"Menn"
"2025";423;"15 Møre og Romsdal";"55-59 år";"Delvis ledige";"Menn"
"2024";;"97 Svalbard og øvrige områder";"55-59 år";"Delvis ledige";"Menn"
"2025";468;"42 Agder";"55-59 år";"Delvis ledige";"Menn"
"2024";897;"31 Østfold";"55-59 år";"Delvis ledige";"Menn"
"2025";767;"46 Vestland";"55-59 år";"Delvis ledige";"Menn"
"2025";155;"55 Troms - Romsa - Tromssa ";"60-64 år";"Delvis ledige";"Menn"
"2025";;"97 Svalbard og øvrige områder";"60-64 år";"Delvis ledige";"Menn"
"2024";;"97 Svalbard og øvrige områder";"60-64 år";"Delvis ledige";"Menn"
"2024";665;"39 Vestfold";"60-64 år";"Delvis ledige";"Menn"
"2025";404;"42 Agder";"60-64 år";"Delvis ledige";"Menn"
"2024";800;"31 Østfold";"60-64 år";"Delvis ledige";"Menn"
"2025";403;"40 Telemark";"35-39 år";"Delvis ledige";"Menn"
"2025";451;"18 Nordland - Nordlánnda";"35-39 år";"Delvis ledige";"Menn"
"2024";;"97 Svalbard og øvrige områder";"20-24 år";"Delvis ledige";"Menn"
"2025";620;"42 Agder";"20-24 år";"Delvis ledige";"Menn"
"2024";986;"42 Agder";"20-24 år";"Delvis ledige";"Menn"
"2025";1005;"03 Oslo";"20-24 år";"Delvis ledige";"Menn"
"2024";1270;"03 Oslo";"20-24 år";"Delvis ledige";"Menn"
"2025";95;"33 Buskerud";"65-69 år";"Delvis ledige";"Menn"
"2025";122;"39 Vestfold";"65-69 år";"Delvis ledige";"Menn"
"2025";102;"42 Agder";"65-69 år";"Delvis ledige";"Menn"
"2025";273;"46 Vestland";"65-69 år";"Delvis ledige";"Menn"
"2025";343;"32 Akershus";"65-69 år";"Delvis ledige";"Menn"
"2024";47;"56 Finnmark - Finnmárku - Finmarkku";"65-69 år";"Delvis ledige";"Menn"
"2024";;"15 Møre og Romsdal";"70 år og over";"Delvis ledige";"Menn"
"2025";;"39 Vestfold";"70 år og over";"Delvis ledige";"Menn"
"2025";;"56 Finnmark - Finnmárku - Finmarkku";"70 år og over";"Delvis ledige";"Menn"
"2024";18;"40 Telemark";"19 år og under";"Delvis ledige";"Menn"
"2025";16;"55 Troms - Romsa - Tromssa ";"19 år og under";"Delvis ledige";"Menn"
"2025";1146;"I alt";"19 år og under";"Delvis ledige";"Menn"
"2025";;"Ukjent";"19 år og under";"Delvis ledige";"Menn"
"2024";;"Ukjent";"19 år og under";"Delvis ledige";"Menn"
"2024";134;"11 Rogaland";"19 år og under";"Delvis ledige";"Menn"
"2024";122;"46 Vestland";"19 år og under";"Delvis ledige";"Menn"
"2024";789;"33 Buskerud";"30-34 år";"Delvis ledige";"Menn"
"2024";775;"39 Vestfold";"30-34 år";"Delvis ledige";"Menn"
"2025";644;"42 Agder";"30-34 år";"Delvis ledige";"Menn"
"2024";1011;"31 Østfold";"30-34 år";"Delvis ledige";"Menn"
"2025";261;"56 Finnmark - Finnmárku - Finmarkku";"30-34 år";"Delvis ledige";"Menn"
"2025";591;"31 Østfold";"40-44 år";"Delvis ledige";"Menn"
"2024";2629;"03 Oslo";"40-44 år";"Delvis ledige";"Menn"
"2024";2043;"32 Akershus";"40-44 år";"Delvis ledige";"Menn"
"2024";553;"40 Telemark";"50-54 år";"Delvis ledige";"Menn"
"2025";;"97 Svalbard og øvrige områder";"50-54 år";"Delvis ledige";"Menn"
"2024";743;"33 Buskerud";"50-54 år";"Delvis ledige";"Menn"
"2024";3578;"11 Rogaland";"25-29 år";"Helt ledige";"Menn"
"2025";3606;"46 Vestland";"25-29 år";"Helt ledige";"Menn"
"2024";5848;"46 Vestland";"25-29 år";"Helt ledige";"Menn"
"2024";6672;"32 Akershus";"25-29 år";"Helt ledige";"Menn"
"2024";896;"56 Finnmark - Finnmárku - Finmarkku";"25-29 år";"Helt ledige";"Menn"
"2024";44;"Ukjent";"I alt";"Helt ledige";"Menn"
"2025";21346;"11 Rogaland";"I alt";"Helt ledige";"Menn"
"2025";48;"97 Svalbard og øvrige områder";"I alt";"Helt ledige";"Menn"
"2024";40;"97 Svalbard og øvrige områder";"I alt";"Helt ledige";"Menn"
"2025";17687;"34 Innlandet";"I alt";"Helt ledige";"Menn"
"2025";53449;"03 Oslo";"I alt";"Helt ledige";"Menn"
"2024";30985;"50 Trøndelag - Trööndelage";"I alt";"Helt ledige";"Menn"
"2024";1465;"40 Telemark";"45-49 år";"Helt ledige";"Menn"
"2025";;"Ukjent";"45-49 år";"Helt ledige";"Menn"
"2024";4175;"46 Vestland";"45-49 år";"Helt ledige";"Menn"
"2025";893;"18 Nordland - Nordlánnda";"45-49 år";"Helt ledige";"Menn"
"2025";1108;"42 Agder";"55-59 år";"Helt ledige";"Menn"
"2024";2839;"46 Vestland";"55-59 år";"Helt ledige";"Menn"
"2024";4389;"03 Oslo";"55-59 år";"Helt ledige";"Menn"
"2024";1766;"31 Østfold";"60-64 år";"Helt ledige";"Menn"
"2025";1848;"46 Vestland";"60-64 år";"Helt ledige";"Menn"
"2024";3781;"32 Akershus";"60-64 år";"Helt ledige";"Menn"
"2025";844;"55 Troms - Romsa - Tromssa ";"35-39 år";"Helt ledige";"Menn"
"2024";59024;"I alt";"35-39 år";"Helt ledige";"Menn"
"2025";2663;"31 Østfold";"35-39 år";"Helt ledige";"Menn"
"2025";1277;"18 Nordland - Nordlánnda";"35-39 år";"Helt ledige";"Menn"
"2024";8848;"32 Akershus";"35-39 år";"Helt ledige";"Menn"
"2024";4038;"50 Trøndelag - Trööndelage";"35-39 år";"Helt ledige";"Menn"
"2025";2625;"11 Rogaland";"20-24 år";"Helt ledige";"Menn"
"2024";2996;"39 Vestfold";"20-24 år";"Helt ledige";"Menn"
"2024";3125;"34 Innlandet";"20-24 år";"Helt ledige";"Menn"
"2024";1471;"46 Vestland";"65-69 år";"Helt ledige";"Menn"
"2025";968;"03 Oslo";"65-69 år";"Helt ledige";"Menn"
"2024";893;"50 Trøndelag - Trööndelage";"65-69 år";"Helt ledige";"Menn"
"2025";;"15 Møre og Romsdal";"70 år og over";"Helt ledige";"Menn"
"2024";;"11 Rogaland";"70 år og over";"Helt ledige";"Menn"
"2025";;"31 Østfold";"70 år og over";"Helt ledige";"Menn"
"2025";7661;"I alt";"19 år og under";"Helt ledige";"Menn"
"2024";11923;"I alt";"19 år og under";"Helt ledige";"Menn"
"2025";348;"33 Buskerud";"19 år og under";"Helt ledige";"Menn"
"2024";824;"39 Vestfold";"19 år og under";"Helt ledige";"Menn"
"2025";896;"32 Akershus";"19 år og under";"Helt ledige";"Menn"
"2025";1528;"40 Telemark";"30-34 år";"Helt ledige";"Menn"
"2025";;"Ukjent";"30-34 år";"Helt ledige";"Menn"
"2024";;"97 Svalbard og øvrige områder";"30-34 år";"Helt ledige";"Menn"
"2024";4395;"50 Trøndelag - Trööndelage";"30-34 år";"Helt ledige";"Menn"
"2024";955;"56 Finnmark - Finnmárku - Finmarkku";"30-34 år";"Helt ledige";"Menn"
"2025";1183;"40 Telemark";"40-44 år";"Helt ledige";"Menn"
"2025";2237;"31 Østfold";"40-44 år";"Helt ledige";"Menn"
"2024";9081;"03 Oslo";"40-44 år";"Helt ledige";"Menn"
"2024";8015;"32 Akershus";"40-44 år";"Helt ledige";"Menn"
"2024";;"Ukjent";"50-54 år";"Helt ledige";"Menn"
"2024";568;"40 Telemark";"25-29 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";2072;"40 Telemark";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2024";112;"Ukjent";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2024";9805;"46 Vestland";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2025";250;"40 Telemark";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";398;"31 Østfold";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";274;"18 Nordland - Nordlánnda";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";93;"55 Troms - Romsa - Tromssa ";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";98;"55 Troms - Romsa - Tromssa ";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";192;"18 Nordland - Nordlánnda";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";189;"18 Nordland - Nordlánnda";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";32;"40 Telemark";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";55;"15 Møre og Romsdal";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";43;"15 Møre og Romsdal";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";36;"39 Vestfold";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";102;"42 Agder";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";179;"32 Akershus";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";888;"42 Agder";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";518;"50 Trøndelag - Trööndelage";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";8500;"I alt";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";707;"42 Agder";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";382;"18 Nordland - Nordlánnda";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";56;"56 Finnmark - Finnmárku - Finmarkku";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"34 Innlandet";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"55 Troms - Romsa - Tromssa ";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"33 Buskerud";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"31 Østfold";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"32 Akershus";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2024";191;"42 Agder";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2025";441;"15 Møre og Romsdal";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";842;"33 Buskerud";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";38;"56 Finnmark - Finnmárku - Finmarkku";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";267;"55 Troms - Romsa - Tromssa ";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";1327;"11 Rogaland";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";578;"34 Innlandet";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";580;"31 Østfold";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";956;"31 Østfold";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";461;"18 Nordland - Nordlánnda";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";1214;"32 Akershus";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";676;"50 Trøndelag - Trööndelage";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";120;"55 Troms - Romsa - Tromssa ";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"Ukjent";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"Ukjent";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";208;"39 Vestfold";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";19;"Ukjent";"25-29 år";"Delvis ledige";"Kvinner"
"2025";665;"34 Innlandet";"25-29 år";"Delvis ledige";"Kvinner"
"2024";561;"18 Nordland - Nordlánnda";"25-29 år";"Delvis ledige";"Kvinner"
"2025";206;"56 Finnmark - Finnmárku - Finmarkku";"25-29 år";"Delvis ledige";"Kvinner"
"2024";2749;"55 Troms - Romsa - Tromssa ";"I alt";"Delvis ledige";"Kvinner"
"2025";13;"97 Svalbard og øvrige områder";"I alt";"Delvis ledige";"Kvinner"
"2024";8788;"34 Innlandet";"I alt";"Delvis ledige";"Kvinner"
"2025";5813;"31 Østfold";"I alt";"Delvis ledige";"Kvinner"
"2024";18960;"03 Oslo";"I alt";"Delvis ledige";"Kvinner"
"2025";10956;"32 Akershus";"I alt";"Delvis ledige";"Kvinner"
"2024";33;"Ukjent";"45-49 år";"Delvis ledige";"Kvinner"
"2025";1252;"32 Akershus";"45-49 år";"Delvis ledige";"Kvinner"
"2025";301;"40 Telemark";"55-59 år";"Delvis ledige";"Kvinner"
"2024";;"Ukjent";"55-59 år";"Delvis ledige";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"55-59 år";"Delvis ledige";"Kvinner"
"2024";713;"39 Vestfold";"55-59 år";"Delvis ledige";"Kvinner"
"2024";379;"18 Nordland - Nordlánnda";"55-59 år";"Delvis ledige";"Kvinner"
"2025";288;"11 Rogaland";"60-64 år";"Delvis ledige";"Kvinner"
"2024";526;"39 Vestfold";"60-64 år";"Delvis ledige";"Kvinner"
"2024";545;"31 Østfold";"60-64 år";"Delvis ledige";"Kvinner"
"2024";317;"18 Nordland - Nordlánnda";"60-64 år";"Delvis ledige";"Kvinner"
"2024";217;"56 Finnmark - Finnmárku - Finmarkku";"60-64 år";"Delvis ledige";"Kvinner"
"2025";13008;"I alt";"35-39 år";"Delvis ledige";"Kvinner"
"2025";26;"Ukjent";"35-39 år";"Delvis ledige";"Kvinner"
"2025";809;"42 Agder";"35-39 år";"Delvis ledige";"Kvinner"
"2024";1994;"46 Vestland";"35-39 år";"Delvis ledige";"Kvinner"
"2024";379;"56 Finnmark - Finnmárku - Finmarkku";"35-39 år";"Delvis ledige";"Kvinner"
"2024";410;"15 Møre og Romsdal";"20-24 år";"Delvis ledige";"Kvinner"
"2024";849;"11 Rogaland";"20-24 år";"Delvis ledige";"Kvinner"
"2024";970;"34 Innlandet";"20-24 år";"Delvis ledige";"Kvinner"
"2024";452;"18 Nordland - Nordlánnda";"20-24 år";"Delvis ledige";"Kvinner"
"2025";767;"32 Akershus";"20-24 år";"Delvis ledige";"Kvinner"
"2024";1128;"50 Trøndelag - Trööndelage";"20-24 år";"Delvis ledige";"Kvinner"
"2025";114;"56 Finnmark - Finnmárku - Finmarkku";"20-24 år";"Delvis ledige";"Kvinner"
"2025";73;"40 Telemark";"65-69 år";"Delvis ledige";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"65-69 år";"Delvis ledige";"Kvinner"
"2025";49;"34 Innlandet";"65-69 år";"Delvis ledige";"Kvinner"
"2024";331;"46 Vestland";"65-69 år";"Delvis ledige";"Kvinner"
"2025";;"Ukjent";"70 år og over";"Delvis ledige";"Kvinner"
"2024";115;"42 Agder";"19 år og under";"Delvis ledige";"Kvinner"
"2025";89;"46 Vestland";"19 år og under";"Delvis ledige";"Kvinner"
"2024";64;"03 Oslo";"19 år og under";"Delvis ledige";"Kvinner"
